"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Barbados","BRB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.2549","0.2547","0.3084","0.3049","0.2721","0.3279","0.3065","0.3352","0.345","0.3455","0.345","0.3426","0.327","0.3422","0.4101","0.499","0.5394","0.5101","0.5231","0.5959","0.6156","0.5871","0.5706","0.543","0.5287","0.5413","0.5293","0.6287","0.6917","0.7243","0.5885","0.5656","0.6067","0.6382","0.6318","0.6465","0.6989","0.6717","0.792","0.7986","0.8203","0.6793","0.6435","0.7308","0.6679","0.7203","0.7736","0.6824","0.7391","0.8342","0.6716","0.7572","0.7598","0.7962",
"Brunei Darussalam","BRN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2.0243","1.871","2.2027","2.6747","2.7759","2.8612","3.3071","3.3854","3.49","3.1636","3.9541","3.3217","3.6991","4.0309","3.9039","3.8487","3.6236","3.7273","4.0581","3.9946","4.3","4.9095","5.3613","5.4108","5.4938","5.8136","6.1074","6.501","5.743","6.0082","6.0746","5.8616","5.5579","6.4526","6.2688","6.0089","8.6153","8.1842","8.9076","8.0208","7.3793","7.8611","7.6223","7.789","8.1066","7.3651","7.8992","7.8714","8.0301","7.6033","9.9037","9.7462","9.4485","9.7161",
"Bhutan","BTN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0351","0.0371","0.0403","0.0424","0.0432","0.0428","0.0446","0.0471","0.0497","0.0513","0.0518","0.0782","0.0778","0.079","0.0775","0.0825","0.0831","0.1288","0.1337","0.1355","0.1812","0.1884","0.1866","0.1997","0.2587","0.3221","0.3595","0.38","0.3978","0.4027","0.4072","0.4347","0.471","0.4801","0.481","0.5185","0.5445","0.5587","0.5631","0.7881","0.8958","1.1001","1.0482","1.0996","1.1223","1.3047","1.4193","1.5444","1.7949","1.9641","1.7369","1.8703","1.9267","1.9867",
"Botswana","BWA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.1534","0.1535","0.197","0.2623","0.4532","0.5606","0.8179","0.9335","1.0545","1.2006","1.2678","1.3857","1.4459","1.4168","1.4118","1.5112","1.7381","1.8036","2.1641","2.3852","2.8226","2.7918","3.3972","3.3506","3.2124","3.3415","3.012","3.2156","3.8272","4.0329","4.0992","3.9553","4.1749","4.135","4.053","4.3903","4.1481","4.4224","4.5089","4.1227","3.374","4.0045","3.5123","5.5122","7.1367","7.0877","6.7507","7.4431","8.2057","7.3371","6.0885","6.5964","7.2827","7.4247",
"Central African Republic","CAF","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0756","0.0756","0.0754","0.0779","0.0839","0.087","0.0901","0.0932","0.0947","0.1088","0.107","0.1319","0.1319","0.1541","0.1395","0.1392","0.1741","0.2234","0.2055","0.19","0.1589","0.2093","0.1691","0.1841","0.193","0.1983","0.2158","0.2159","0.22","0.2265","0.2585","0.2715","0.2776","0.2622","0.2562","0.2529","0.2704","0.2677","0.2014","0.1961","0.2008","0.2194","0.224","0.1507","0.1621","0.2315","0.2492","0.2593","0.2692","0.2915","0.3031","0.3084","0.3528","0.3684",
"Canada","CAN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","358.1272","365.7851","383.0355","401.9821","410.0579","400.2143","413.3629","427.8718","431.0299","445.1962","450.4307","431.7735","413.774","407.4239","426.7784","426.65","416.5804","429.3182","460.3398","475.4707","440.4753","434.5216","447.282","446.6273","463.8531","475.9147","489.835","505.6071","513.8019","523.3953","543.0448","534.3097","554.0309","573.6839","559.7293","581.0957","573.5411","594.0202","574.5625","541.8042","561.6033","575.8915","567.2705","575.2453","580.4828","577.1296","575.8711","593.0442","613.6582","607.2496","546.6751","561.6259","575.3213","575.012",
"Central Europe and the Baltics","CEB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","888.2721","898.811","926.4159","970.0319","979.0147","1026.7045","1080.6694","1126.258","1192.8193","1216.7315","1226.298","1184.147","1192.1974","1199.718","1218.0128","1226.0146","1236.4075","1261.4488","1252.3596","1212.0204","1071.9185","980.4798","906.9701","885.7107","863.2879","868.7895","896.4269","867.2051","812.7633","767.8691","762.7568","775.0201","758.4701","791.4541","789.1983","788.364","811.6941","816.9536","796.2101","728.5057","758.0058","759.6902","732.3501","707.6707","689.3852","699.8398","710.316","737.2788","733.8325","696.2009","651.7116","701.6091","688.8997","627.3074",
"Switzerland","CHE","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","41.4533","43.4093","44.1076","47.7356","43.0445","40.6342","42.32","42.7429","43.949","42.6298","43.3936","41.0152","38.7975","42.8926","42.3806","45.577","45.4827","43.8912","43.8462","43.6567","44.8095","47.1246","47.0831","44.7696","43.8367","44.6228","45.1726","43.8849","45.343","45.6071","44.7999","46.2235","44.5979","45.8877","46.4294","47.0618","46.6288","44.6476","46.0179","44.6539","46.335","42.2986","43.609","44.6168","40.9097","40.233","40.7897","39.8069","38.5013","38.3792","35.8868","37.5792","34.4133","34.2217",
"Channel Islands","CHI","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","28.3898","30.8359","32.1775","32.0939","30.2627","27.4668","28.0982","26.1943","26.8977","28.5284","28.3821","25.8953","21.8927","22.3959","23.629","22.833","23.1058","23.3412","28.2796","33.9725","33.2175","31.7889","32.8713","34.9029","38.1352","41.7853","47.8879","54.3526","54.8565","57.3902","53.8516","51.6573","52.1922","54.1194","58.4938","59.1361","60.3531","67.7449","71.3169","68.2181","72.3154","79.0676","81.3404","85.402","78.6954","84.3487","88.8319","89.7172","89.7848","95.2152","87.4782","89.0743","88.845","83.9992",
"China","CHN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","909.9762","913.4194","973.9099","1013.6614","1031.2094","1182.5986","1230.6257","1383.5222","1559.4212","1597.3528","1563.2162","1549.1034","1619.3245","1704.0766","1858.5479","1878.4752","1994.7336","2133.2782","2293.5826","2372.0946","2414.2798","2550.1993","2669.7809","2890.2011","3046.9517","3365.8147","3340.3022","3437.3624","3522.1029","3447.8801","3666.951","3844.8357","4150.578","4790.8644","5520.7369","6264.7453","6951.9468","7555.488","7783.4264","8349.8051","9134.0724","9984.4725","10297.905","10792.1384","10916.9228","10776.9127","10805.0515","11037.1271","11572.4164","11850.5929","12022.433","12621.6147","12526.8263","13259.639",
"Cote d'Ivoire","CIV","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2.6158","2.6676","2.9648","3.0499","3.1332","3.4029","3.8886","3.857","4.4631","4.1629","3.9601","3.6246","3.4455","4.0555","3.6146","3.3124","3.4591","3.3755","3.4132","3.2791","2.9721","3.0648","3.052","3.2383","3.3845","3.7028","4.632","5.6389","5.4646","7.2971","6.9671","6.9869","7.3873","5.8143","5.9957","6.3955","6.2786","6.2348","6.9184","6.4112","7.3148","7.0784","9.0201","9.801","10.4591","11.265","11.4035","12.3298","12.3429","13.1903","13.0806","14.5134","14.7633","14.4125",
"Cameroon","CMR","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.8711","0.9274","0.9673","1.01","0.9847","1.2483","1.1621","1.6236","1.7588","1.9104","2.0363","2.1746","2.3055","4.6561","4.8666","4.7773","5.7851","5.2597","3.3138","4.7609","4.7541","4.5306","4.3545","4.7584","5.1466","5.1556","5.2859","5.3211","5.5391","5.3336","5.7257","5.6996","5.6171","5.7335","5.6344","5.4689","5.5737","6.7338","7.0661","7.7113","7.8242","7.4251","7.5067","8.1741","8.8645","9.179","9.6961","9.8479","10.513","10.2374","10.3805","10.2313","10.8265","10.7556",
"Congo, Dem. Rep.","COD","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2.9264","2.9567","3.0413","3.0599","3.2146","3.1596","3.1005","3.2098","3.2324","3.5759","3.5392","3.7846","3.0438","3.9793","3.8871","3.6316","3.4","3.7346","3.8769","3.685","3.3692","1.8945","1.6281","1.5698","2.4828","2.3151","2.5595","2.5666","2.5554","2.3613","1.8763","1.824","1.9136","2.3182","2.2141","2.4821","2.5509","2.818","2.8914","2.8093","2.9444","3.3678","3.0152","4.1936","5.386","3.4909","2.6899","3.1292","3.1027","3.3545","3.4582","3.5103","3.892","3.7995",
"Congo, Rep.","COG","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1.8032","2.0656","1.9782","8.9588","12.8843","7.9651","7.6969","2.4694","1.5294","1.3888","1.8231","2.048","2.3753","2.4495","2.4174","2.4565","2.3933","2.4444","2.4171","2.42","2.3845","2.4329","2.3727","2.3418","2.1439","2.73","3.2862","3.3841","4.0263","4.1687","4.5115","4.3985","2.8591","3.5661","3.6194","4.3302","4.8172","4.2643","4.4317","4.9158","5.2909","4.8506","4.4786","5.4382","5.2762","5.7499","5.5898","5.5307","6.3865","7.202","7.3686","7.0188","7.7196","7.2508",
"Colombia","COL","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","28.8518","29.1582","29.8791","30.8285","31.9346","34.3332","36.6331","37.6184","40.1198","40.3448","41.0885","41.5973","42.1911","44.279","45.0188","46.5636","47.0817","49.107","49.6187","51.1549","53.3217","55.1099","57.173","60.4344","59.9535","62.7419","61.7932","67.0483","68.1565","59.4619","62.5742","62.2025","59.7636","59.2602","59.2855","61.0511","58.1662","60.3554","60.297","63.7613","65.7738","70.794","71.0704","80.9287","82.1711","83.5227","85.853","78.1782","82.0012","82.7065","80.8649","87.9477","91.7605","100.8627",
"Comoros","COM","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0219","0.0219","0.0218","0.0225","0.0243","0.0252","0.0262","0.0271","0.0276","0.0318","0.0312","0.0299","0.0278","0.0304","0.0294","0.0293","0.017","0.0503","0.0461","0.0427","0.0393","0.0474","0.0403","0.0394","0.0393","0.0403","0.0418","0.0419","0.0529","0.0545","0.0909","0.0964","0.0998","0.1294","0.1401","0.1358","0.1633","0.1069","0.1071","0.133","0.1566","0.1421","0.1474","0.1768","0.155","0.1698","0.1984","0.2552","0.2787","0.3185","0.3344","0.3403","0.3172","0.3177",
"Cabo Verde","CPV","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.15","0.15","0.1492","0.1544","0.1667","0.1732","0.1795","0.1859","0.1889","0.2181","0.2141","0.2048","0.0818","0.0896","0.1056","0.1052","0.034","0.0505","0.0625","0.0694","0.0537","0.0673","0.0669","0.0652","0.0764","0.0764","0.0914","0.0915","0.0932","0.096","0.2826","0.3228","0.3592","0.3602","0.3893","0.608","0.6672","0.7475","0.7287","0.7101","0.7535","0.8799","0.7586","0.7413","0.7763","0.7841","0.8224","0.8695","0.8751","0.9281","0.9758","0.9927","1.0371","1.0063",
"Costa Rica","CRI","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1.4334","1.4465","1.6214","1.8319","1.798","1.9711","2.0285","2.5563","2.7622","2.755","2.4905","2.3062","1.9716","2.0014","2.0778","2.1905","2.286","2.4103","2.5517","2.8824","2.9148","3.1523","4.2417","4.2635","5.0028","4.966","4.7421","4.6763","5.1709","5.1614","5.1197","5.5204","5.6342","6.0563","6.1673","6.3528","6.902","7.6997","7.635","7.3266","7.2454","7.7059","7.6448","7.9452","8.056","7.77","8.2435","8.3908","8.4537","8.2067","7.1803","8.0185","8.09","8.5733",
"Caribbean small states","CSS","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","4.0612","4.0839","4.567","4.8287","4.266","4.7685","4.526","4.8049","4.7471","4.7018","4.7437","4.4134","3.7724","3.1225","3.2736","3.4323","3.4632","3.4935","3.6871","3.8949","4.455","4.4736","4.2172","4.2393","4.7295","5.0552","5.1912","5.604","5.8794","5.7673","5.3014","5.3126","5.0488","4.9729","5.2409","5.3736","5.444","5.8477","6.0941","6.0297","6.698","6.1221","6.9573","7.0726","7.5163","7.7451","8.6239","8.1409","8.1575","9.4416","9.1647","9.4691","9.4825","9.7486",
"Cuba","CUB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","21.8917","22.0693","21.6928","23.382","25.3607","26.0754","27.5141","29.9989","32.1589","32.5677","33.4034","33.6532","33.4652","36.0357","38.0275","35.3922","36.03","39.2455","40.9248","41.7152","38.6604","30.1225","23.9125","21.8696","22.4985","23.9401","25.9294","28.3786","27.8584","28.6382","28.9918","27.8195","26.5619","25.7945","25.3134","26.2413","26.8093","27.6931","26.747","26.9615","28.207","27.7668","28.9339","29.0939","26.9244","29.4706","27.3713","26.4932","26.848","24.5782","21.5997","21.1483","20.8476","22.067",
"Curacao","CUW","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0255","0.0273","0.0355","0.0381","0.0359","0.0459","0.0438","0.0508","0.0532","0.055","0.0568","0.058","0.0585","0.0616","0.0732","0.0759","0.0838","0.0943","0.1075","0.1102","0.115","0.1137","0.1163","0.1078","0.1269","0.133","0.132","0.1355","0.1388","0.1406","0.1315","0.1302","0.1426","0.1502","0.1393","0.1465","0.1639","0.2048","0.2223","0.2269","0.2466","0.199","0.1904","0.2161","0.2315","0.2502","0.2626","0.2804","0.2697","0.3766","0.3056","0.3381","0.3395","0.358",
"Cyprus","CYP","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2.1675","2.1843","2.6634","2.7716","2.1222","2.1636","2.6315","2.7938","2.9037","3.0984","3.2699","3.1313","3.165","3.1507","3.2027","3.1464","3.4975","4.0593","4.1142","4.3509","4.6385","5.1605","5.4883","5.7449","5.9889","5.8588","6.2215","6.3116","6.6152","6.8764","7.1321","6.9975","7.1748","7.8432","7.7883","7.9052","8.0106","8.3083","8.4936","8.2866","7.9134","7.6557","7.1208","6.4395","6.8161","6.855","7.2207","7.3619","7.2127","7.2155","6.8014","6.9042","7.1853","7.1833",
"Czechia","CZE","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","188.2861","188.5454","188.4773","186.5225","169.7647","177.0444","182.448","192.9388","190.7715","200.516","193.5133","194.1664","196.1482","196.8016","199.3563","196.7488","194.7943","194.6384","190.6227","183.0856","165.492","150.1519","144.3737","139.8451","134.3608","133.5898","137.3959","134.0099","127.9637","119.7128","132.3132","132.222","127.3976","130.6623","131.5267","129.0421","130.785","132.3297","126.1148","119.7074","120.9891","118.1129","114.0232","109.5259","107.2328","108.2847","109.8082","110.375","109.3389","103.3032","94.3916","99.1481","99.4325","90.5128",
"Germany","DEU","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1084.6575","1077.4192","1105.2903","1157.7203","1122.5066","1060.5661","1122.9347","1101.4441","1139.317","1189.4771","1135.5984","1099.9653","1054.0401","1069.5505","1085.7373","1086.3402","1080.194","1072.2524","1065.9799","1050.769","1013.0316","992.0353","938.1013","929.647","915.6041","910.8205","939.6957","907.821","906.9508","871.0236","871.7357","885.8183","870.3116","878.2763","863.7247","842.0993","855.8555","826.9926","830.3551","768.5531","815.3784","788.5477","800.4648","818.2784","779.2231","785.3872","789.7138","774.9482","747.2145","697.0085","642.552","677.8039","659.5018","582.9506",
"Djibouti","DJI","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.7116","0.7116","0.708","0.7327","0.7913","0.8221","0.8525","0.8828","0.8971","1.0364","1.017","0.7786","0.7221","0.5936","0.4775","0.4758","0.4449","0.6427","0.5769","1.227","0.9732","1.222","1.0463","1.0292","1.0535","1.0726","1.1131","1.1231","1.1445","1.1787","0.7398","0.7502","0.7784","0.8201","0.7912","0.755","0.7307","0.7487","0.8106","0.7303","0.8156","0.6329","0.8073","0.8864","0.8859","0.8097","0.7388","0.6638","0.7183","0.7075","0.7348","0.7928","0.7485","0.7492",
"Dominica","DMA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0076","0.0076","0.0092","0.0093","0.0083","0.01","0.0091","0.01","0.01","0.0099","0.0098","0.0142","0.0133","0.0131","0.0145","0.0145","0.0125","0.0185","0.0213","0.0218","0.0213","0.0214","0.0216","0.0388","0.0512","0.0589","0.0646","0.0629","0.0361","0.0619","0.0554","0.0558","0.0507","0.0576","0.0615","0.0605","0.0642","0.0768","0.0736","0.075","0.0773","0.0595","0.0543","0.0599","0.0669","0.0724","0.0777","0.0692","0.0749","0.0841","0.0684","0.0755","0.0758","0.0799",
"Denmark","DNK","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","61.9534","57.6843","59.7324","58.7828","52.382","54.6674","60.3766","62.0825","62.0204","65.4413","64.8679","54.5538","56.8467","53.3088","54.9459","62.7432","63.3748","61.4097","57.4886","51.8045","52.426","63.0839","57.389","59.7112","63.6914","60.588","74.0147","64.2483","60.2591","57.2821","53.1558","54.7542","54.2753","59.7041","54.139","50.6702","58.6219","53.8836","50.634","48.4431","48.5566","43.4875","38.5921","40.3391","36.2043","34.0736","35.7064","33.5724","33.6544","30.2022","27.7967","29.3959","28.1415","26.7729",
"Dominican Republic","DOM","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","3.8822","3.9304","5.0595","5.0759","5.4281","5.6344","5.7819","6.2465","6.3641","6.7225","6.9176","6.5773","6.397","7.4131","7.7952","6.8513","7.6611","8.8066","8.8325","9.4093","8.0469","8.4261","9.7775","9.6559","11.2836","11.9964","12.9051","14.6828","16.7893","18.2017","19.0082","19.1404","21.0142","18.7919","17.4214","18.7862","20.5749","20.7482","20.7145","19.8346","20.9207","21.1204","21.8778","21.4767","21.6938","23.8683","24.8649","23.7791","25.6208","28.5246","26.9003","29.6662","29.6442","31.3508",
"Algeria","DZA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","19.6906","23.0111","35.1511","47.2991","39.9004","36.4074","47.0741","52.1495","57.3541","57.4234","57.2036","54.0015","56.8631","59.193","62.3585","71.6842","74.9488","72.2302","72.9392","73.1939","72.1593","75.1918","84.7812","82.9727","81.1524","83.8167","81.506","79.6208","81.4389","84.9526","87.9362","85.8203","89.6841","96.5024","96.6218","101.397","105.501","108.9121","113.7024","116.0855","118.6147","124.795","140.2599","145.7032","155.0108","164.8621","160.9903","166.5514","174.8357","181.6493","171.8931","179.7421","186.6444","180.3576",
"East Asia & Pacific (excluding high income)","EAP","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1119.007","1123.9447","1182.7031","1237.6773","1263.5309","1427.6095","1485.3923","1671.065","1876.2956","1939.5082","1912.0672","1904.1203","1984.5583","2085.8976","2251.2785","2289.8078","2419.4741","2573.4529","2758.4028","2861.1285","2952.9039","3118.1711","3248.5558","3500.7326","3692.6293","4071.9564","4088.8192","4234.6981","4291.0535","4256.0985","4503.5094","4723.7146","5064.6973","5762.333","6547.6216","7331.2629","8047.4716","8697.1062","8949.0752","9518.6269","10389.2031","11282.5626","11627.7474","12129.5686","12327.9234","12233.0959","12296.0006","12623.2552","13289.577","13693.6881","13804.5789","14418.2017","14379.0057","15206.0032",
"Early-demographic dividend","EAR","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1176.6564","1189.826","1279.3202","1400.3129","1460.4252","1506.3406","1639.0425","1720.8175","1759.2777","1849.016","1939.5342","1999.6697","2104.4569","2154.5236","2201.1985","2276.5099","2352.2635","2497.1433","2567.2587","2665.6232","2825.2457","2932.0293","3014.4518","3113.7798","3291.3408","3431.2871","3601.9977","3759.0974","3881.0996","3996.8318","4141.733","4215.8084","4347.8641","4530.8841","4784.4694","4992.0368","5260.5026","5566.3718","5764.5981","5915.6818","6206.7784","6432.5958","6770.1871","6829.0597","7137.3436","7207.7757","7336.1333","7634.7056","7790.1967","7822.8262","7326.6375","7833.4948","8100.7567","8389.5306",
"East Asia & Pacific","EAS","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2226.6601","2231.202","2348.4843","2544.5992","2583.7855","2705.7539","2813.9173","3055.9344","3266.8365","3374.3897","3334.124","3313.0526","3362.4524","3474.4725","3737.8479","3774.2839","3913.031","4093.4059","4393.6326","4556.8345","4770.9769","4982.0333","5148.4339","5431.4296","5706.3472","6138.5309","6205.2586","6370.4261","6338.5527","6390.814","6713.2241","6937.2486","7327.1525","8038.9349","8850.4033","9647.941","10356.3055","11064.9805","11259.3067","11779.3949","12763.1868","13743.1542","14131.4308","14640.4234","14777.7674","14663.3222","14747.4895","15074.9806","15701.6692","16047.7668","16029.3684","16665.5463","16495.532","17247.0863",
"Europe & Central Asia (excluding high income)","ECA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","967.4633","970.833","1031.1904","1098.3442","1151.9594","1214.5659","1255.6369","1289.0218","1359.7355","1385.8739","1433.2436","1417.3659","1416.5707","1423.0434","1431.2757","1442.2409","1476.6803","1531.3756","1546.5538","1550.948","1690.0053","1619.8557","1457.3254","1299.7774","1136.5027","1099.922","1022.0996","997.8302","1004.2508","991.7324","1024.1522","999.4028","1033.8719","1098.3651","1104.0899","1115.7277","1181.865","1231.3393","1270.9808","1154.3184","1231.0684","1303.6792","1297.3792","1291.0804","1204.1553","1139.2953","1182.8763","1223.5055","1243.6094","1210.4032","1210.1674","1279.4751","1198.6666","1200.8516",
"Europe & Central Asia","ECS","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","6543.6574","6555.0587","6822.4436","7203.0564","7220.5881","7252.7608","7624.5948","7685.0732","8021.5744","8257.6389","8219.6611","7993.9579","7901.8283","7917.9849","7979.434","8074.5473","8199.2952","8361.6732","8420.232","8428.1364","8599.6018","8443.7703","7934.0959","7501.8497","7124.239","7087.6855","7090.3808","6855.6502","6864.4046","6835.0464","6907.8644","6951.9258","6948.2676","7192.1664","7208.3082","7195.3117","7316.0524","7320.5271","7244.0853","6697.3944","6988.9209","7004.506","6941.643","6787.6625","6500.715","6489.6837","6496.6718","6576.8045","6596.1952","6472.577","6082.1472","6496.1299","6389.8899","6165.4863",
"Ecuador","ECU","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","5.019","4.4901","4.4801","5.6654","6.9171","7.4965","8.5859","9.9783","11.214","12.1527","12.7934","14.087","14.1821","13.3304","13.9981","15.058","15.748","14.4908","16.2709","16.3366","17.5541","17.5914","18.5313","18.0792","18.9513","20.8018","23.9672","24.9776","24.5068","21.6963","22.0427","24.3091","24.2961","24.8368","26.2263","28.2369","30.2321","30.8396","31.8723","34.6745","37.3741","37.7473","37.9228","40.3491","42.5426","42.2632","40.9719","39.7641","41.3717","40.8262","35.7125","39.8896","42.2602","45.3282",
"Egypt, Arab Rep.","EGY","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","25.4499","25.1577","27.3379","25.4537","29.426","31.7245","36.6724","37.8326","38.3145","41.6094","45.7037","51.6582","55.8185","62.16","68.4383","71.8168","74.9843","81.2609","83.4202","88.5723","91.5009","93.6738","97.445","97.7831","93.2228","99.7265","106.9189","113.7744","120.1209","129.4034","127.9103","141.1988","144.9575","147.8503","160.4135","178.3832","188.8716","201.9517","202.0152","210.3349","211.7459","219.3322","232.9413","228.7388","233.093","239.3925","250.0974","262.0766","256.5749","237.0639","226.1884","249.7365","247.1607","249.3319",
"Euro area","EMU","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2598.3061","2609.8951","2730.4776","2889.4308","2841.4858","2705.6486","2901.8991","2843.4664","2939.8478","3062.1831","2984.4182","2864.5683","2762.0878","2747.995","2764.2425","2758.1625","2752.2105","2775.1374","2789.2523","2837.7732","2822.9977","2832.2337","2729.5811","2670.861","2671.107","2718.5035","2776.4979","2750.1247","2797.514","2776.4491","2801.717","2845.4193","2850.3327","2915.743","2932.4851","2919.5845","2905.2048","2875.416","2809.036","2595.2168","2676.8165","2584.8395","2548.1588","2490.6858","2366.0204","2417.5308","2415.8438","2420.4532","2357.3944","2246.9277","2020.1248","2165.034","2102.1807","1918.0922",
